NODE_9_length_9095_cov_1.230709	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; unclassified Paracoccaceae; Paracoccaceae bacterium; 
NODE_4738_length_1328_cov_1.697752	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
NODE_4875_length_1315_cov_0.855219	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; unclassified Pelagibacterales; Pelagibacterales bacterium; 
NODE_5003_length_1306_cov_0.749788	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; unclassified Flavobacteriaceae; Flavobacteriaceae bacterium; 
NODE_5066_length_1301_cov_1.129472	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; unclassified Rhodobacterales; Rhodobacterales bacterium; 
NODE_5114_length_1298_cov_1.556789	cellular organisms; Bacteria; Pseudomonadota; unclassified Pseudomonadota; Proteobacteria bacterium TMED61; 
NODE_5214_length_1289_cov_0.502582	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Candidatus Actinomarinidae; Candidatus Actinomarinales; Candidatus Actinomarineae; Candidatus Actinomarinaceae; Candidatus Actinomarina; Candidatus Actinomarina minuta; 
NODE_5283_length_1285_cov_0.708981	cellular organisms; Bacteria; FCB group; Candidatus Marinimicrobia; Candidatus Marinimicrobia bacterium; 
NODE_5406_length_1275_cov_0.857143	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium BACL5 MAG-121015-bin10; 
NODE_5523_length_1266_cov_1.440737	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_5577_length_1263_cov_0.864437	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium; 
NODE_5622_length_1259_cov_0.554770	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_5698_length_1252_cov_0.751111	
NODE_6059_length_1225_cov_3.928051	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
NODE_6071_length_1225_cov_0.754098	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; unclassified Prochlorococcus; Prochlorococcus sp.; 
NODE_6160_length_1219_cov_0.782051	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; unclassified Flavobacteriaceae; Flavobacteriaceae bacterium TMED48; 
NODE_6351_length_1207_cov_0.942593	Viruses; environmental samples; uncultured marine virus; 
NODE_6384_length_1205_cov_0.467532	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Kyanoviridae; Haifavirus; Haifavirus tim68; Prochlorococcus phage P-TIM68; 
NODE_6494_length_1197_cov_1.178505	
NODE_6771_length_1181_cov_1.029412	Viruses; environmental samples; uncultured marine virus; 
NODE_6875_length_1175_cov_1.020992	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Azospirillaceae; Skermanella; Skermanella mucosa; 
NODE_7096_length_1164_cov_0.847637	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Kyanoviridae; Sedonavirus; unclassified Sedonavirus; Synechococcus phage S-H9-1; 
NODE_7309_length_1152_cov_1.654634	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; environmental samples; uncultured Mediterranean phage uvMED; 
NODE_7364_length_1149_cov_1.308219	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_7513_length_1142_cov_0.867980	cellular organisms; Archaea; Candidatus Thermoplasmatota; Candidatus Poseidoniia; Candidatus Poseidoniales; unclassified Candidatus Poseidoniales; Candidatus Poseidoniales archaeon; 
NODE_7592_length_1137_cov_4.861386	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; unclassified Prochlorococcus; Prochlorococcus sp. AH-736-L15; 
NODE_7612_length_1136_cov_1.762141	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Acidimicrobiia; Acidimicrobiales; Acidimicrobiaceae; unclassified Acidimicrobiaceae; Acidimicrobiaceae bacterium TMED189; 
NODE_7712_length_1131_cov_0.781873	cellular organisms; Bacteria; Pseudomonadota; unclassified Pseudomonadota; Pseudomonadota bacterium; 
NODE_7839_length_1124_cov_0.861585	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Maricaulales; Robiginitomaculaceae; Robiginitomaculum; unclassified Robiginitomaculum; Robiginitomaculum sp.; 
NODE_7977_length_1118_cov_0.719475	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; unclassified Actinomycetota; Actinomycetota bacterium; 
NODE_8038_length_1114_cov_0.916920	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; unclassified Flavobacteriaceae; Flavobacteriaceae bacterium; 
NODE_8109_length_1111_cov_0.889228	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; unclassified Prochlorococcus; Prochlorococcus sp.; 
NODE_8242_length_1105_cov_0.899796	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_8325_length_1102_cov_0.477949	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; unclassified Candidatus Pelagibacter; Candidatus Pelagibacter sp. RS39; 
NODE_8413_length_1098_cov_0.653965	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; unclassified Bacteroidota; Bacteroidota bacterium; 
NODE_8551_length_1092_cov_0.889119	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; environmental samples; uncultured Mediterranean phage uvMED; 
NODE_8764_length_1083_cov_0.823222	Viruses; environmental samples; uncultured marine virus; 
NODE_8936_length_1075_cov_1.092827	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; unclassified Rhodobacterales; Rhodobacterales bacterium; 
NODE_8951_length_1074_cov_6.263992	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
NODE_8970_length_1074_cov_0.478353	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; unclassified Flavobacteriaceae; Flavobacteriaceae bacterium TMED145; 
NODE_9086_length_1069_cov_1.079618	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; unclassified Flavobacteriaceae; Flavobacteriaceae bacterium; 
NODE_9284_length_1060_cov_1.174705	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
NODE_9346_length_1058_cov_1.058002	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Kyanoviridae; Chalconvirus; 
NODE_9494_length_1052_cov_1.032432	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_9500_length_1052_cov_0.881081	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium TMED268; 
NODE_9572_length_1049_cov_0.627983	cellular organisms; Bacteria; environmental samples; uncultured marine bacterium MedDCM-OCT-S04-C102; 
NODE_9690_length_1044_cov_0.851690	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; 
NODE_9752_length_1042_cov_0.486339	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; unclassified Rhodospirillaceae; Rhodospirillaceae bacterium; 
NODE_9819_length_1039_cov_1.121711	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; unclassified Prochlorococcus; Prochlorococcus sp.; 
NODE_9876_length_1037_cov_0.749451	cellular organisms; Bacteria; environmental samples; uncultured bacterium; 
NODE_9917_length_1036_cov_0.558856	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Gammaproteobacteria incertae sedis; SAR86 cluster; SAR86 cluster bacterium; 
NODE_9932_length_1035_cov_0.908590	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; unclassified Rhodobacterales; Rhodobacterales bacterium; 
NODE_9972_length_1034_cov_0.695700	cellular organisms; Bacteria; Terrabacteria group; Chloroflexota; 
NODE_10050_length_1031_cov_0.808628	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes; Caudoviricetes sp.; 
NODE_10123_length_1028_cov_1.668147	Viruses; environmental samples; uncultured marine virus; 
NODE_10196_length_1026_cov_0.852058	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
NODE_10279_length_1023_cov_0.987723	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_10340_length_1021_cov_0.895973	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Candidatus Actinomarinidae; Candidatus Actinomarinales; Candidatus Actinomarineae; Candidatus Actinomarinaceae; Candidatus Actinomarina; unclassified Candidatus Actinomarina; Candidatus Actinomarina sp. HD9-500m-PIT-SAG01; 
NODE_10391_length_1019_cov_0.986547	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Oscillatoriophycideae; Chroococcales; Aphanothecaceae; Candidatus Atelocyanobacterium; Candidatus Atelocyanobacterium thalassa; 
NODE_10503_length_1015_cov_1.783784	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; unclassified Actinomycetota; Actinomycetota bacterium; 
NODE_10517_length_1015_cov_0.525901	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_10608_length_1012_cov_0.543503	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; unclassified Actinomycetota; Actinomycetota bacterium; 
NODE_10648_length_1010_cov_0.490374	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_10709_length_1007_cov_2.903409	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; unclassified Pelagibacterales; Pelagibacterales bacterium; 
NODE_10718_length_1007_cov_1.225000	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_10758_length_1006_cov_1.012514	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
NODE_10883_length_1002_cov_1.400000	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; unclassified Actinomycetota; Actinomycetota bacterium; 
NODE_10896_length_1002_cov_0.666286	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; unclassified Hyphomicrobiales; Rhizobiales bacterium TMED94; 
NODE_40_length_5722_cov_2.088829	Viruses; environmental samples; uncultured marine virus; 
NODE_150_length_3976_cov_1.747986	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; unclassified Candidatus Pelagibacter; Candidatus Pelagibacter sp. RS40; 
NODE_158_length_3919_cov_1.152162	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Alteromonas/Salinimonas group; Alteromonas; unclassified Alteromonas; Alteromonas sp. TMED35; 
NODE_271_length_3368_cov_2.777538	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; unclassified Pelagibacterales; Pelagibacterales bacterium; 
NODE_397_length_2991_cov_4.262919	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; unclassified Actinomycetota; Actinomycetota bacterium; 
NODE_511_length_2775_cov_3.438444	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium GOM-A1; 
NODE_648_length_2595_cov_1.425041	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; unclassified Candidatus Pelagibacter; Candidatus Pelagibacter sp. HTCC7211; 
NODE_730_length_2480_cov_0.770081	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Kyanoviridae; Libanvirus; unclassified Libanvirus; Libanvirus sp.; 
NODE_796_length_2404_cov_1.848485	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; unclassified Prochlorococcus; Prochlorococcus sp.; 
NODE_1003_length_2212_cov_2.892086	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; unclassified Actinomycetota; Actinomycetota bacterium; 
NODE_1071_length_2170_cov_0.886931	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; unclassified Candidatus Pelagibacter; Candidatus Pelagibacter sp. HIMB1321; 
NODE_1123_length_2138_cov_1.370960	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; unclassified Prochlorococcus; Prochlorococcus sp.; 
NODE_1154_length_2116_cov_1.207139	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Acidimicrobiia; Acidimicrobiales; Acidimicrobiaceae; unclassified Acidimicrobiaceae; Acidimicrobiaceae bacterium TMED210; 
NODE_1247_length_2069_cov_0.802781	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium; 
NODE_1280_length_2049_cov_0.787721	cellular organisms; Archaea; Euryarchaeota; unclassified Euryarchaeota; Euryarchaeota archaeon; 
NODE_1384_length_2002_cov_1.789867	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; unclassified Pelagibacterales; Pelagibacterales bacterium; 
NODE_1466_length_1961_cov_1.418212	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; unclassified Pelagibacterales; Pelagibacterales bacterium; 
NODE_1543_length_1930_cov_1.164171	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_1638_length_1887_cov_1.349432	Viruses; environmental samples; uncultured marine virus; 
NODE_1703_length_1858_cov_0.675910	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; unclassified Candidatus Pelagibacter; Candidatus Pelagibacter sp. RS39; 
NODE_1754_length_1841_cov_0.763127	cellular organisms; Bacteria; Pseudomonadota; unclassified Pseudomonadota; Pseudomonadota bacterium; 
NODE_1795_length_1826_cov_2.454974	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; unclassified Actinomycetota; Actinomycetota bacterium; 
NODE_1876_length_1802_cov_0.732537	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_1977_length_1774_cov_1.000607	cellular organisms; Archaea; Candidatus Thermoplasmatota; Candidatus Poseidoniia; Candidatus Poseidoniales; unclassified Candidatus Poseidoniales; Candidatus Poseidoniales archaeon; 
NODE_2169_length_1724_cov_0.970570	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_2262_length_1701_cov_0.909149	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Candidatus Endolissoclinum; unclassified Candidatus Endolissoclinum; Candidatus Endolissoclinum sp. TMED37; 
NODE_2376_length_1676_cov_6.683667	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
NODE_2532_length_1636_cov_1.784626	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_2541_length_1635_cov_0.911804	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; unclassified Actinomycetota; Actinomycetota bacterium; 
NODE_2614_length_1620_cov_0.892833	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
